,summary,correct,rouge1,rouge2,rougeL,rougeLsum
988,"Dudley er en bykommune i Storbritannia, England, i grevskapet Gloucestershire, ved elven Severn.
Den ligger ved foten av åskammen Sedgley-Northfield.","Dudley er en bykommune og fylke i Storbritannia, England, Worcestershire, 12 kilometer nordvest for Birmingham.
Dudley har 312 925 innbyggere ved folketellingen i 2011 og et areal på 98 kvadratkilometer.",35.2941,20.4082,31.3725,31.3725
989,"Colin Archer var en norsk skipskonstruktør.
Han var utdannet ved universitetet i Larvik i årene 1842–1848, og arbeidet blant annet med byggingen av polarskipet Fram (1892) og den første spesialbygde redningsskøyta, RS1, som eies av Norsk Maritimt Museum og Norsk forening for fartøyvern.","Colin Archer var en norsk skipskonstruktør og båtbygger, kjent for å blant annet ha konstruert de første redningsskøytene og Fridtjof Nansens ekspedisjonsskute Fram.",43.2432,22.2222,37.8378,37.8378
990,"Berdor Kolbeinsson var en norsk adelsmann og riksråd.
Han var sønn av Kolbein Kolbeinsson (død ca.
1340), som var riksråd i Bergen.","Bolt, norsk adelsslekt fra senmiddelalderen.
Slektens eldste kjente stamfar er Kolbein på Flesberg i Våler i Østfold (nevnt 1333).
Fra ham nedstammet to grener gjennom sønnene Berdor (nevnt 1357–1370) og Aslak (nevnt som rådmann i Oslo i 1350-årene).",20.2899,0.0,11.5942,20.2899
991,Ackermannstyring er en styringsmetode som ble utviklet av den tyske bilkonstruktøren Rudolph Ackermann.,"Ackermannsstyring er en styreinnretning for kjøretøyer, laget for å kompensere forskjellen i rulledistanse mellom de to forhjulene i en sving.",11.4286,6.0606,11.4286,11.4286
992,"Piggeple er en planteslekt i slekten Euphorbiaceae.
Slekten omfatter rundt 30 arter i tropiske og subtropiske strøk, blant annet i Sør- og Mellom-Amerika.","Datura er en planteslekt i søtvierfamilien som finnes i tropiske og subtropiske strøk.
Blomsten har rørformet, vedvarende beger og lang, rørformet krone som er foldet nederst.
Flere arter plantes som prydplanter.",45.9016,30.5085,39.3443,42.623
993,"Frank Auerbach var en britisk maler.
Han var en av de fremste representantene for den såkalte London-skolen.","Frank Auerbach er en tyskfødt maler, bosatt i London.
Han maler pastost, samtidig som han er inspirert av gamle mestere.",35.0,5.2632,30.0,35.0
994,"Caliche er en betegnelse på sedimentære bergarter som består av kalkstein, kalkspat, kvarts, jern, svovel og svovelholdige mineraler.","Caliche er en porøs bergart dannet ved utfelling av kalk (kalkspat) og/eller andre mineralsalter fra oppstigende grunnvann på eller nær overflaten i tørre strøk.
En særlig type opptrer som leier av urent chilesalpeter blandet med sand, gips, steinsalt, og en hel del andre salter som delvis består av jodater, kromater og borater.",27.8481,10.3896,22.7848,25.3165
995,"De Beers Group er et sørafrikansk gruveselskap som utvinner diamanter.
Selskapet ble grunnlagt i 1888 av Nicolaas og Diederich de Beer.","De Beers Group er et internasjonalt gruveselskap som er verdens største produsent av edelstensdiamanter.
Selskapet produserer omtrent halvparten av verdens diamanter og kontrollerer en stor del av diamanthandelen gjennom Diamond Trading Company.
Deres slagord «A diamond is forever» fra 1947 er blitt berømt.
Selskapet ble grunnlagt i 1888.
Hovedkontoret ligger i London.",39.4737,24.3243,34.2105,39.4737
996,"Jean-Paul Blum var en fransk politiker og forfatter.
Han var Frankrikes første sosialistiske statsminister i 1936.","Léon Blum, fransk sosialistisk politiker.
Han var Frankrikes statsminister fra 1936 til 1937, i 1938 og fra 1946 til 1947.",56.4103,10.8108,41.0256,51.2821
997,Asiatisk produksjonsmåte er et begrep som ble brukt av Marx i forbindelse med utviklingen av kapitalismen i Europa og Asia i første halvdel av 1800-tallet.,"Asiatisk produksjonsmåte er et begrep i marxistisk teori.
Karl Marx var blant annet opptatt av hvorfor kapitalismen ikke oppstod andre steder enn i Europa, og studerte i denne forbindelse orientalske samfunn.
Disse fremstod som kontraster til europeiske føydalsamfunn, og begrepet asiatisk produksjonsmåte er sentralt i sammenligningen.
Marx brukte begrepet om India, Kina og de tidlige statene i Midtøsten, og så denne formen som et mellomstadium mellom primitiv kommunisme (stammesamfunn) og den slavebaserte antikke produksjonsmåte (greske og romerske områder i oldtiden) i en serie utviklingsstadier.",30.5085,12.069,23.7288,23.7288
998,"Deloitte er et amerikansk revisjons- og rådgivningsselskap som ble grunnlagt i 1845 av William Deloitte.
Selskapet er et av verdens ledende selskaper innen økonomi og næringsliv.","Deloitte Touche Tohmatsu LLC, bedre kjent som Deloitte, er et amerikansk revisjons- og konsulentfirma.
Deloitte er et av de fire store («The Big Four») globale selskapene i bransjen sammen med Ernst & Young, KPMG og PricewaterhouseCooper.
Hovedkontoret ligger i London, Storbritannia.",38.2353,21.2121,32.3529,35.2941
999,"Henrik Ameln var en norsk politiker for Høyre.
Han var stortingsrepresentant i periodene 1913–1915 og 1922–1933.","Henrik Ameln var en norsk politiker (Høyre) og sakfører i Bergen fra 1903, hvor han fra 1917 også var dispasjør.
Han var ordfører i sin fødeby i 1920–1922.",49.0566,27.451,45.283,49.0566
1000,"John Corbett var en amerikansk bokser.
Han var den første profesjonelle verdensmester i tungvekt etter at hansker ble tatt i bruk.","James J. Corbett var en amerikansk bokser, kalt Gentleman Jim.
Han er kjent for å være den eneste bokseren som har beseiret John L. Sullivan.",34.0426,17.7778,29.7872,34.0426
1001,"Jacob Aall var en norsk forretningsmann og politiker.
Han var stortingsrepresentant for Nedenes amt i periodene 1815–1816, 1821–1822, 1827–1828 og 1830.","Jacob Aall var en norsk forretningsmann, politiker og forfatter.
Han var jernverkseier, stortingsmann og en av representantene på Riksforsamlingen på Eidsvoll i 1814.
Han var også forfatter av flere populærvitenskapelige og historiske verk.",41.3793,21.4286,37.931,37.931
1002,"Santander er en region i Spania, i den autonome regionen Castilla-La Mancha.
Regionen omfatter provinsene Santander, Reocín og Torrelavega.
Hovedstaden er Santander.","Cantabria er en autonom region i Spania som sammenfaller med den nordspanske provinsen Santander.
Regionens areal er 5289 kvadratkilometer og innbyggertallet er 580 200 (2018).
Hovedstaden er Santander.",53.8462,24.0,46.1538,50.0
1003,"Brukskunst var en norsk kunstforening som ble stiftet i 1918.
Foreningen hadde som formål å forene norske formgivere og produsenter for å styrke en selvstendig norsk kunstindustri.","Foreningen Brukskunst var den viktigste organisasjonen til fremme for norsk brukskunst og design på 1900-tallet.
Den samlet kunstnere, designere, arkitekter, interiørarkitekter og industri for å styrke en mer bevist formgivning.
Organisasjonen ble etter hvert reorganisert under navnet Landsforeningen Norsk Brukskunst og senere som Landsforbundet Norsk Brukskunst.",32.8767,8.4507,21.9178,30.137
1004,"De forente arabiske emirater (FAE) er en føderasjon av de sju emiratene Abu Dhabi, Ajman, Dubai, Ras al-Khaimah, Sharjah og Umm al-Qaiwain.","De forente arabiske emirater (FAE) er en føderasjon, dannet i 1971.
Føderasjonen består av sju sjeikdømmer (emirater) med indre selvstyre, hvert av dem ledet av en emir.",39.2857,29.6296,39.2857,39.2857
1005,"Dagpenger er penger som utbetales i forbindelse med arbeidsløshet.
Dagpenger gis til personer som har vært arbeidsledige i mer enn tre måneder.",Arbeidsledighetstrygd er en statlig trygdeordning som skal kompensere for bortfall av arbeidsinntekt og dermed sikre arbeidsføre personer en inntekt i tilfeller hvor de ufrivillig er arbeidsledige.,19.2308,0.0,15.3846,11.5385
1006,"Blu-ray er et digitalt lagringsformat som brukes til å lagre film- og videomateriale i binære multipler.
Formatet er utviklet av et konsortium av utstyrsprodusenter som blant annet Hitachi, LG, Matsushita/Panasonic, Philips, Sharp, Sony og Thomson.","Blu-ray er en plate for lagring og avspilling av digitale data.
Platen har samme fysiske utforming som en CD eller DVD og brukes vanligvis for lagring av lyd- og bildemateriale (i hovedsak filmer, og lignende).",30.137,5.6338,24.6575,24.6575
1007,"Skolen i Brasil er gratis og obligatorisk for alle barn fra de er seks til 14 år gamle.
Det akademiske året starter i februar og varer til desember.","I Brasil følger utdanningssystemet et 2-9-3 løp bestående av to år barnehage, ni år grunnskole (hvorav det første året er det tidligere siste året i barnehagen) og tre år videregående opplæring.",23.8806,3.0769,20.8955,23.8806
1008,"Breviarium Nidrosiense er en liturgisk bok som ble trykt i Nidaros erkebispedømme i 1519.
Boken inneholder de nødvendige tekstene og instruksjonene for tidebønnene (officium divinum) som prester, ordensmedlemmer og andre geistlige skulle feire i de åtte kanoniske tider hvert døgn.","Breviarium Nidrosiense er et breviarium, det vil si en samling bønner, nødvendige tekster og instruksjoner for prester og andre geistlige til bruk i den norske kirkeprovinsen.
Boken var ment for de seremoniene de geistlige skulle feire utenfor messen (missalet var messens hovedbok).
Verket ble trykket i Paris i 1519 på erkebiskop Erik Valkendorfs initiativ og bekostning.
Sammen med Missale Nidrosiense (utgitt samtidig) er den den første boken trykt på norsk initiativ.
Verket er en del av Norges dokumentarv.",36.8,14.6341,24.0,33.6
1009,"Boligtvistnemnda er en nemnd som behandler tvister mellom selger og entreprenør i forbindelse med oppføring av ny bolig.
Nemnden behandler saker der partene er forbruker og den ene parten er medlem av én av de tre bransjeorganisasjonene (Boligprodusentenes Forening, Entreprenørforeningen Bygg- og anlegg og Norges Byggmesterforbund).","Boligtvistnemnda er en tvisteløsningsnemnd som behandler saker om kjøp av ny bolig og avtaler om oppføring av bolig.
Det vil si slike saker som er omhandlet i bustadoppføringslova.",37.037,20.2532,29.6296,34.5679
1010,"Dødehavet er en havstrekning i Midtøsten, mellom Israel og Jordan.
Sjøen strekker seg fra øst til vest, og har et areal på cirka 65 kilometer.","Dødehavet er en avløpsløs innsjø i Midtøsten, i en forsenkning mellom Jordan, Israel og Vestbredden.",51.0638,26.6667,42.5532,42.5532
1011,"William Baxter var en britisk teolog og biskop.
Han var sogneprest i Kidderminster i Storbritannia fra 1654 til 1672.","Richard Baxter var en engelsk prest.
Han sluttet seg til puritanerne under Cromwell, og tjente tre år som feltprest.
Sykdom tvang ham ut av hæren, og han skrev sin mest berømte bok, The Saints' Everlasting Rest (1650, Guds folks evige sabbatshvile).
Boka ble utbredt også i pietismens kjølvann i Norden.",22.2222,5.7143,19.4444,22.2222
1012,"Dette er en datoartikkel.
Disse ble publisert i 2009 og er ikke blitt oppdatert etterpå.
Redaksjonen i Store norske leksikon har ikke bestemt oss for om vi skal beholde disse artiklene, men lar dem ligge ute enn så lenge.","Dette er en datoartikkel.
Disse ble publisert i 2009 og er ikke blitt oppdatert etterpå.
Redaksjonen i Store norske leksikon har ikke bestemt oss for om vi skal beholde disse artiklene, men lar dem ligge ute enn så lenge.",100.0,100.0,100.0,100.0
1013,"Erasmus var ein nederlandsk humanist og ein av grunnleggjarane av den kristne humanismen.
Han var ein av dei fremste humanistane i Europa på 1500- og 1600-talet.",Erasmus av Rotterdam var ein nederlandsk teolog og ein av dei leiande personane innan renessanse-humanismen.,46.5116,24.3902,37.2093,41.8605
1014,"John C. Breckinridge var en amerikansk politiker.
Han var USAs president fra 1860 til 1868.","John Cabell Breckinridge var en amerikansk politiker og advokat.
Han ble medlem av Kongressen i 1851, og ble visepresident under James Buchanan i 1856.",35.8974,21.6216,35.8974,35.8974
1015,"Inger Christensen var en dansk forfatter.
Hun debuterte med diktsamlingene det (1969), som vant Kritikerprisen, og Alfabet (1981).","Inger Christensen var en dansk forfatter.
Hun blir ansett som en av de aller mest sentrale danske lyrikere i sin generasjon og øvde stor innflytelse, også utenfor Danmark.
Flere norske lyrikere står i gjeld til henne.
Hun debuterte med diktsamlingen Lys i 1962, fulgt av Græs i 1963, og utga senere romanene Evighedsmaskinen (1964) og Azorno (1967) samt fortellingen Det malede værelse (1976) med emne fra renessansens Italia.",29.2135,20.6897,24.7191,26.9663
1016,"Augsburg-avtalen var en avtale som ble inngått i Augsburg i august 1521.
Avtalen ble ratifisert av den tysk-romerske riksretten i mai 1523.","Religionsfreden i Augsburg var en fredsavtale som ble sluttet mellom den tysk-romerske keiseren og de lutherske stendene som var knyttet sammen i det såkalte schmalkaldiske forbund.
Avtalen ble inngått i riksdagen i Augsburg den 26. september 1555.",49.2308,28.5714,30.7692,46.1538
1017,"Digitalur er et elektrisk ur som fremstiller tiden med en tallkombinasjon der to sifre avsettes for henholdsvis time, minutt og sekund.","Digitalur er en type ur som viser tiden på et display med bruk av sifre (digitalt format), til forskjell fra et analogur som bruker visere.",39.1304,9.0909,30.4348,30.4348
1018,"Bulgaria er en republikk i det sørøstlige Europa.
Landet grenser til Russland i nord og øst, og til Hellas i sør.
Hovedstaden er Sofia.","Folketallet i Bulgaria er 6 916 548 (2021).
Den årlige befolkningstilveksten har vært negativ siden 1990.
I 2021 gikk folketallet ned med 0,67 prosent.
Fødsels- og dødsratene var i 2021 var på henholdsvis 8,2 og 14,5 per 1000 innbyggere, mens fødselsraten var på 1,49 barn per kvinne.
Netto immigrasjon var minus 0,29 promille (2021).
Dette er typisk for en aldrende befolkning.
Aldersgruppen over 65 år er større enn den under 15 år, henholdsvis 20 og 14,5 prosent av befolkningen.
Byene har gjennomgående en større andel yngre mennesker enn landsbygda.
Gjennomsnittlig forventet levealder ved fødsel er 78,73 år for kvinner og 72,08 år for menn (2021).",16.2162,1.3699,10.8108,16.2162
1019,"André Delon er en fransk skuespiller.
Han er mest kjent for sin rolle i filmen La tulipe noire (Den svarte tulipan, 1959).","Alain Delon er en fransk filmskuespiller.
Han har vært et sentralt navn innen fransk film siden 1960-tallet, og har jobbet med noen av historiens største regissører.
Delon har mottatt både Gullbjørnen hederspris under filmfestivalen i Berlin (1995) og Gullpalmen hederspris under filmfestivalen i Cannes (2019).",16.4384,8.4507,16.4384,16.4384
1020,"Arbeidsstudier er studier av arbeidsoperasjoner og arbeidsmetoder for å finne frem til bedre og enklere metoder, bedre materialer og mer hensiktsmessige konstruksjoner.","Arbeidsstudier er detaljerte og nøyaktige undersøkelser av et arbeids opplegg og gjennomføring i den hensikt å komme frem til enklere, bedre og raskere måter å gjøre det på, og således oppnå å spare tid, krefter og materialer.
Arbeidsstudier omfatter tapstidsstudier, metodestudier og tidsstudier.",32.8358,9.2308,29.8507,29.8507
1021,"ASTM er en internasjonal standardiseringsorganisasjon som arbeider for å utvikle tekniske standarder innen fagfeltet teknologi.
Organisasjonen ble grunnlagt i 1898 og har hovedkontor i West Conshohocken, Pennsylvania, USA.","ASTM International er en ideell, internasjonal organisasjon som på frivillig basis utvikler og publiserer tekniske standarder innenfor et bredt spektrum av materialer, produkter, system og tjenester.
Over 12 000 ASTM-standarder er i bruk over hele verden, og ASTM International regnes for å være en av de viktigste amerikanske aktørene innen internasjonal standardisering.
I betydning kan organisasjonen sammenlignes med ANSI.",31.8182,4.6512,25.0,29.5455
1022,Cistercienserordenen er en orden i den katolske kirke som ble grunnlagt i 1098 av den franske benediktinerordenen.,"Cictercienserarkitektur er arkitektur utviklet av Cistercienserordenen i middelalderen.
Ordenen bygde kirker og klostre i hele Europa, også i Norge.",27.7778,0.0,16.6667,22.2222
1023,"Ashdod er en oldtidsby i det nordlige Israel.
Den ligger i den sørlige delen av Negevørkenen, ved elven Negev.","Ashdod er en by i Israel som ligger ca.
30 km sør for Tel Aviv-Jaffa, ved Middelhavet, med ca 220 000 innbyggere (2015).
Den har en viktig havn med betydelig eksport.
I byen ligger et petroleumsraffineri og et av landets største kraftverk.
Dagens Ashdod ble grunnlagt 1955.",30.9859,5.7971,22.5352,28.169
1024,"Wilhelm Bugge var en norsk teolog.
Han var professor i nytestamentlig eksegese ved Det teologiske fakultet ved Universitetet i Oslo fra 1877.","Frederik Wilhelm Klumpp Bugge var en norsk teolog og biskop.
Han ble cand.
theol.
i 1862, og var universitetsstipendiat i teologi i 1863–1866 og lærer ved Aars og Voss' skole i 1865–1866.
Han var sogneprest i Holmestrand fra 1866, professor i teologi fra 1870 og biskop i Kristiania (Oslo) fra 1893 til sin død i 1896.
Sønn av skolemannen Frederik Moltke Bugge.",31.4607,16.092,29.2135,31.4607
1025,"Dindalen er en dal i Oppdal kommune i Trøndelag.
Dalen strekker seg fra Driva i sør til Sunndal i vest og ender i Driva ved Lønset i Møre og Romsdal.","Dindalen er en seterdal på nordsiden av Dovrefjellområdet i Oppdal kommune i Trøndelag, sørvest for Oppdal tettsted.",37.037,26.9231,37.037,33.3333
1026,"Byggekunst er et norsk arkitekttidsskrift.
Tidsskriftet utkommer seks ganger i året.","Byggekunst er et norsk arkitekturtidsskrift, eiet og utgitt av Norske arkitekters landsforbund.
Tidsskriftet endret i 2007 navn til Arkitektur N.",38.7097,20.6897,38.7097,38.7097
1027,"Comitia tributa var en romersk folkeforsamling som ble valgt av folket i romerriket i 241 fvt.
Den var statens viktigste lovgivende organ.","Comitia tributa var en romersk folkeforsamling, som var virksom under republikken (510/509 fvt.
til 30 fvt.).
Forsamlingen vedtok lover og valgte lavere embetsmenn.
Den kom til i det tredje århundre fvt.
og ble avviklet i tidlig keisertid.",46.6667,20.6897,33.3333,43.3333
1028,"Eforer var i gresk antikken representanter for borgerne i Sparta.
De hadde tilsyn med borgerne og deres familier.","Eforer var navnet på et fem-manns embetsmannskollegium i det gamle Sparta.
Noen sikker tradisjon over opprinnelsen til embetet finnes ikke, men listen over eforer begynner i 754 fvt.
De ble valgt av folket for ett år om gangen og hadde kanskje opprinnelig en dømmende myndighet.",27.6923,3.1746,18.4615,24.6154
1029,Homo diluvii testis er et fossilt skjelett av et menneske som druknet i syndfloden.,"Andrias scheuchzeri er en utdødd amfibieart i ordenen salamandre.
Den er kjent fra kenozoikum (oligocen – pliocen).",12.9032,0.0,12.9032,12.9032
1030,"Thomas Olsen Blix var en norsk rosemaler.
Han var utdannet ved Statens håndverks- og kunstindustriskole i København.","Thomas Olsen Blix var en norsk rosemaler og treskjærer.
Han ble trolig født i Hof i Solør, og var sønn av presten Oluf Blix.
Som maler finnes de første sporene etter ham i Vinje i Telemark med en del rosemalte treboller signert og datert 1713.
Blix er antakelig også mesteren bak den dekorative rankemalingen i Vinje, Kviteseid og Nesland kirker i årene 1713–1714.",25.0,13.9535,25.0,25.0
1031,"Ayodhya er en by i India, i delstaten Madhya Pradesh, ved elven Ganges.
Byen ligger ved foten av Ganges-fjellene og har omtrent 30 000 innbyggere (2020).","Ayodhya er en by i India, i delstaten Uttar Pradesh, ved elven Ghaghara, som i Ayodhya og i religiøse tekster kalles Saryu.
Ayodhya hadde 55 890 innbyggere ved folketellingen i 2011.
Byen er en av hinduismens hellige byer i India.",47.0588,27.2727,38.2353,47.0588
1032,Et synsbilde er et bilde av et objekt som ligger lenger fra linsen (eller speilet) enn det dobbelte av brennvidden (regnet i stråleretningen).,"Bilde betegner både det umiddelbare synsbildet av et objekt, og en optisk avbildning av et objekt, hvor begrensede strålebunter fra objektpunktene går gjennom det optiske systemet og gjenforenes i billedpunkter.",35.0877,7.2727,24.5614,24.5614
1033,"Hans Bethmann-Hollweg var en prøyssisk politiker.
Han var Tysklands rikskansler fra 1909 til 1917.","Theobald von Bethmann-Hollweg var en tysk konservativ politiker og jurist av godseierslekt.
Han var Tysklands rikskansler (statsminister) i perioden 1909–1917.",57.8947,33.3333,57.8947,57.8947
1034,"Colima er en delstat i Mexico, i delstaten Jalisco, ved Stillehavet.
Delstaten grenser i nord til Guatemala og i sør til Jalisco.
Hovedstaden er Ciudad Juárez.","Colima er en liten delstat i Mexico ved Stillehavet.
Den grenser til Jalisco i nord og til Michoacán i øst.
Delstaten er 5629 km2 stor (inkludert Revillagigedo-øyene) og har 711 235 innbyggere (INEGI, 2015).
Colima er landets minste delstat basert på folketall, og den fjerde minste basert på areal (2015).
Største by er Manzanillo.
Hovedstaden er byen med samme navn, Colima.",41.3043,17.7778,32.6087,36.9565
1035,"Blueback er en art av seler i ordenen klappmyss.
Den er en av de største selene i verden.","Blueback er den nyfødte ungen av klappmyss.
Skinnet er blå-sølv-grått på ryggen, sidene gul-hvite.
Hårlaget er glatt, tett og glansfullt, og rundt 10–15 mm langt.",23.0769,4.0,19.2308,19.2308
1036,"Burundis økonomi er preget av stagnasjon og tilbakegang.
Landet har vært i økonomisk tilbakegang i flere tiår, og har siden 2020 hatt en negativ økonomisk utvikling.","Målt etter både økonomiske og sosiale indikatorer er Burundi et av Afrikas fattigste og minst utviklede land, blant annet på grunn av svak infrastruktur, interne konflikter og internasjonale sanksjoner.
Etter flere tiår med uroligheter og ustabilitet, forverret borgerkrigen fra 1993 til 2005 i vesentlig grad de økonomiske forholdene i landet.
Med et bruttonasjonalprodukt på 274 dollar per innbygger var Burundi lavest rangert av alle verdens land på Verdensbankens statistikk for 2020.",27.451,4.0,15.6863,21.5686
1037,Baldvin Einarsson var en islandsk jurist og en forløper for den islandske selvstendighetsbevegelsen.,"Baldvin Einarsson var en islandsk jurist og forfatter, som var en viktig skikkelse i den islandske selvstendighetsbevegelsen.",70.9677,55.1724,70.9677,70.9677
1038,"Jean-Baptiste David var en fransk komponist.
Han regnes som en av de betydeligste franske komponistene på 1800-tallet.","Félicien César David, fransk komponist.
Han var en av de aller tidligste representantene for eksotismen i europeisk musikk.",41.0256,27.027,35.8974,41.0256
1039,"Édouard Bilal er en fransk tegneserietegner.
Han er særlig kjent for sine episke tegninger.","Enki Bilal er en fransk tegneserietegner og -forfatter, født i det daværende Jugoslavia, men bosatt i Frankrike siden han var ni år.
Han regnes som en av de fremste tegnere av franskspråklige voksenserier.",23.5294,16.3265,23.5294,23.5294
1040,"Frode Berg er en norsk bassist og komponist.
Han er en av Norges mest profilerte jazzbassister, og har vunnet Spellemannprisen i klassen for jazz med albumet Dig It!
i 2003.","Frode Berg er en norsk musiker som spiller kontrabass og el-bass og cello.
Han er mest kjent for sitt arbeid i jazzgruppen Helge Lien Trio, men har også spilt i mange andre sammenhenger, blant annet som kontrabassist for Oslo-filharmonien siden 2010.
Berg er en stilfleksibel musiker som favnet det meste fra mainstreamjazz til fusion, rock og pop, og er en ettertraktet studiomusiker som har deltatt på en rekke plater.",29.703,12.1212,23.7624,29.703
1041,"Poul Borum var en dansk forfatter og litteraturkritiker.
Han var professor i litteratur ved Universitetet i København i perioden 1965–1981.","Poul Borum var en dansk forfatter og litteraturkritiker.
Han debuterte i 1962 med diktsamlingen Livslinier, og utga siden nye samlinger omtrent hvert år, hovedsakelig med språklig eksperimenterende modernistisk diktning.
I tillegg til diktsamlingene utga han blant annet romanen Lis og Svenåge (1968) og skrev librettoer og filmmanus.
Fra 1968 var han fast litteraturkritiker ved Ekstra Bladet og litterær redaktør av tidsskriftet Hvedekorn.",29.5455,18.6047,25.0,29.5455
1042,"Birkenes er ein kommune i Agder fylke.
Kommunen grensar i nord til Bygland, i sør til Froland og i vest til Kristiansand.","Birkenes er ein kommune i Agder fylke.
Kommunen omfattar nedre del av Tovdalsvassdraget med Herefossfjorden, dessutan skogsområda herfrå vestover til sjøane Storefjord og Ogge.",40.8163,29.7872,40.8163,40.8163
1043,"Anbudsprotokoll er en skriftlig avtale mellom oppdragsgiver (anbudsinnbyder) og leverandør (leverandør).
Protokollen skal inneholde en beskrivelse av oppdraget som skal gjennomføres, og en oversikt over de leverandører som har deltatt i konkurransen.",En anbudsprotokoll er et dokument for registrering av opplysninger til bruk ved oppdragsgivers (anbudsinnbyders) behandling av anbud (tilbud) ved anbudskonkurranser.,21.4286,7.4074,17.8571,21.4286
1044,"Francesco Campanella var en italiensk filosof og politiker.
Han var en av de viktigste representantene for den kommunistiske bevegelsen i Italia.","Tommaso Campanella var en italiensk filosof.
Han var opprinnelig dominikanermunk, men oppgav munkelivet da han kom under innflytelse av Telesio, en av den vitenskapelige renessanses førende menn.
Etter deltagelse i en sammensvergelse mot det spanske herredømme i Napoli ble Campanella fengslet i 1599 og holdt innesperret i 27 år, men ble satt fri ved pave Urban 8.s inngripen og flyktet noen år senere til Paris.
I fengselet skrev han sine filosofiske verker.",25.0,12.766,22.9167,25.0
1045,"Dubnium er et grunnstoff som har atomnummer 105 og atomsymbol Db.
Det er et metallisk grunnstoff med atomnummer 107.","Dubnium er et radioaktivt grunnstoff med atomnummer 105 og atomsymbol Db.
Det er det andre grunnstoffet i rekken av transaktinoider i periodesystemet.
Dubnium finnes ikke i naturen, men fremstilles syntetisk ved kjernereaksjoner.",47.0588,40.8163,43.1373,47.0588
1046,"Bjarkøyætta er ei norsk ætteslekt som levde i vikingtida.
Slekta er mest kjent for Tore Hund, som var hovding på Trondenes, og som tok livet av den seinare helgenkongen på Stiklestad.","Bjarkøyætta var ei norsk stormannsætt i vikingtida og mellomalderen, opphavleg frå Bjarkøya i noverande Harstad kommune.
Namnet Bjarkøy stammar frå den svenske byen Birka, som hadde vorte einstydande med «handelsstad».",32.3529,12.1212,26.4706,32.3529
1047,Borgerlig begravelse er en ikke-religiøs gravferdsseremoni for personer som ikke er medlem av kirken eller den danske folkekirken.,"Borgerlig begravelse er en tradisjonell betegnelse på gravferd som foregår uten medvirkning av et religiøst trossamfunn.
Før 1. januar 1970 var borgerlig begravelse forbeholdt personer som ikke var medlem av Den norske kirke, men i dag har alle adgang til å nytte en slik seremoniform.",32.8358,18.4615,32.8358,29.8507
1048,"Daler er en sølvmynt som ble slått i Danmark-Norge i perioden 1537–1854.
Den ble delt i 5 ort eller 120 skilling.
I Norge ble daleren brukt til å legge i grunnsteinen til Stortingsbygningen i Oslo.","Daler var hovedmynten i de skandinaviske landene fra første halvdel av 1500-tallet til 1872–1874.
Den tilsvarer den tyske taler.
Navnene dollar og tallero har samme opphav.",11.9403,0.0,8.9552,11.9403
1049,"Beising er en kjemisk prosess for å gjøre metaller hvitere, for eksempel sølvlegeringer.","Beising av metaller innebærer fjerning av belegg som glødeskall, kalkavleiringer og saltavleiringer på metall ved hjelp av syre, vanligvis fortynnet saltsyre eller svovelsyre.",10.2564,0.0,10.2564,10.2564
1050,"Ebbw Vale er en by i Australia, i delstaten New South Wales, ved elven Ebbw River.
Byen ligger i den sørlige delen av delstaten, og har et areal på omtrent 88 kvadratkilometer.","Ebbw Vale er en by i Storbritannia, Wales, i fylket Monmouthshire, 32 kilometer nord for Cardiff.
Selve byen hadde 8835 innbyggere ved folketellingen i 2011, og byområdet hadde 33 068 innbyggere.",36.9231,15.873,30.7692,33.8462
1051,"Béchamelsaus er en fransk saus som ble utviklet i Frankrike på 1600-tallet.
Den er en av de mest kjente franske sausene.","Béchamel er en lett krydret hvit saus og ifølge Georges Auguste Escoffier en av grunnsausene i det franske kjøkken.
Tradisjonelt lages den av smaksatt melk som kokes opp med en roux, eller jevning (like mengder mel og smør).
Liknende sauser finnes igjen i italienske retter som lasagne, moussaka fra Hellas og den norske klassikeren fiskeboller i hvit saus.
Ofte brukes smakstilsettinger som malt muskatnøtt, laurbærblad, persille og sjalottløk.",20.4082,4.1667,14.2857,20.4082
1052,"Idi Amin var en ugandisk offiser og politiker.
Han var Ugandas president fra 1971 til 1979.","Idi Amin var en ugandisk offiser og politiker.
Han var president i Uganda fra 1971 til 1979, da han ble avsatt etter et kupp hvor blant andre Ugandas nåværende president, Yoweri Museveni, deltok.
Amin førte en eneveldig og uberegnelig politikk, og regnes for å være den mest kontroversielle og brutale presidenten i Ugandas historie.",43.8356,33.8028,41.0959,43.8356
1053,"Adelhard av Corbie var en frankisk abbed og misjonær.
Han var sønn av den hellige Ansgar.","Adalhard var statsminister for Karl den stores sønn Pipin, som var konge av Italia.
Ved Pipins død i 810 ble han utnevnt som veileder til han sønn Bernard av Italia.
I 817 ble han forvist av keiseren, men tatt til nåde etter syv år og gjort til en av hans viktigste rådgivere.",29.3333,2.7397,13.3333,21.3333
